image,formula
val_005482.png,"\begin{array} { l l } { A _ { z } - \partial _ { z } \xi = 0 , } & { A _ { \bar { z } } + \partial _ { \bar { z } } \xi = 0 . } \\ \end{array}"
val_005483.png,\nu _ { 1 } ^ { 2 } + \nu _ { 2 } ^ { 2 } = 2 \left( \frac { M _ { W } } { g _ { 2 } } \right) ^ { 2 } = ( 1 7 5 \ G e V ) ^ { 2 }
val_005484.png,"g _ { 3 } ( x ) = \sum _ { i = 0 } ^ { n } ( - 1 ) ^ { i } \frac { \lambda _ { i } } { \Lambda ^ { 2 i } } \partial ^ { 2 i } \delta ( x ) \,"
val_005485.png,\partial _ { \xi } ( e + \delta e ) = 0 = \partial _ { \xi _ { A } } ( e + \delta e )
val_005486.png,"{ \frac { 2 } { \pi } } \Pi ( \zeta ^ { 2 } , k ) \; = \; \sum _ { l = 0 } ^ { \infty } \zeta ^ { 2 l } I _ { l } ( k ^ { 2 } ) \; ,"
val_005487.png,\mathrm { t r } _ { \mathrm { \tiny ~ B O S O N S } } \; \Omega R e ^ { - 2 \pi t H _ { B } } = e ^ { - i \pi \frac { 2 } { 3 } } \frac { 1 } { f _ { 1 } ^ { 8 } \left( e ^ { - \pi ( t + \frac { i } { 2 } ) } \right) } .
val_005488.png,"\dot { \varphi } ( \mathrm { \bf ~ k } , t ) + i \mathrm { \bf ~ k A } ( \mathrm { \bf ~ k } , t ) = 0 ."
val_005489.png,\ell = \sum _ { j = 1 } ^ { \infty } n _ { j } .
val_005490.png,"\frac { d } { d t } \left\langle D \right\rangle _ { \scriptstyle \! \Psi _ { \mathrm { \! { \scriptscriptstyle ( g s ) } } } } = { \mathcal A } ^ { ( < ) } + { \mathcal A } ^ { ( > ) } \; ,"
val_005491.png,\frac { \partial \lambda } { \partial \sigma _ { 0 } } = \frac { \alpha _ { 0 } } { 2 ( 1 + \sigma _ { 0 } ) } \frac { \partial \lambda } { \partial \alpha _ { 0 } } .
val_005492.png,"n = { \frac { \alpha } { \pi } } ~ 2 \int \int u _ { \mu } ^ { T } ( \tau , \tau ^ { \prime } ) { \frac { 1 } { S ^ { 2 } } } u _ { \mu } ^ { T } ( \tau ^ { \prime } , \tau ) ~ d \tau d \tau ^ { \prime } \; ."
val_005493.png,{ \widehat \gamma } _ { \; \; B ^ { \prime } C ^ { \prime } } ^ { A } \equiv \gamma _ { \; \; B ^ { \prime } C ^ { \prime } } ^ { A } + \nabla _ { \; \; B ^ { \prime } } ^ { A } \; \mu _ { C ^ { \prime } } \; .
val_005494.png,"\overline { { \frac { \partial { \cal { L } } ( \lambda _ { 1 } , \ldots , \lambda _ { 4 N } ) } { \partial \lambda _ { k } } } } \; = \; \frac { \partial { \cal { L } } ( \overline { { \lambda _ { 1 } } } , \ldots , \overline { { \lambda _ { 4 N } } } ) } { \partial \overline { { \lambda _ { k } } } } \; ."
val_005495.png,\delta \zeta _ { D _ { k } } ( s ) = s \mathrm { T r } ( D ^ { - s } \delta k )
val_005496.png,"H ( t ) | n ; t \rangle = E _ { n } ( t ) \, | n ; t \rangle \; ,"
val_005497.png,d s ^ { 2 } = - f ( r ) d t ^ { 2 } + f ( r ) ^ { - 1 } d r ^ { 2 } + r ^ { 2 } d \Omega _ { n } ^ { 2 } .
val_005498.png,{ \cal L } = - \frac 1 4 F _ { T } ^ { \mu \nu } F _ { T \mu \nu }
val_005499.png,{ \cal F } ( \omega ) = \int _ { - \infty } ^ { \infty } d ( \tau - \tau ^ { \prime } ) \; e ^ { - i \omega ( \tau - \tau ^ { \prime } ) } g ( \tau - \tau ^ { \prime } )
val_005500.png,h _ { a b c d } = \left\{ \begin{array} { l l } { 1 } & { \mathrm { w h e n ~ a = b = c = d = 1 ~ } } \\ { - 1 } & { \mathrm { w h e n ~ a = b = c = d = 2 ~ } } \\ \end{array} \right\} \ .
val_005501.png,"d ( 1 , 2 ) = \frac { 1 } { \operatorname* { m a x } \{ m , | \mu | \} } ,"
val_005502.png,"q _ { 2 3 } \le \lambda _ { 2 } - E + \lambda _ { 2 } ^ { \prime } - E ^ { \prime } + r ^ { \prime } - 1 - \nu / 2 ,"
val_005503.png,"( \Phi _ { 1 } , \Phi _ { 2 } ) _ { M N } \ = \ \frac { 1 } { J + 1 } \ T r _ { N } ( \Phi _ { 1 } ^ { * } \Phi _ { 2 } ) \"
val_005504.png,Z = \int _ { W \left( t \right) } d A
val_005505.png,"N _ { \phi } ^ { ( D ) } = - \int _ { S ^ { D - 2 } } \, \dot { z } _ { \mu } \, T _ { \phi } ^ { \mu \nu } \, n _ { \nu } \, R ^ { D - 3 } \, d \Omega ."
val_005506.png,"M _ { 5 } \equiv \kappa _ { 5 } ^ { - { \frac { 2 } { 3 } } } \gg 1 0 ^ { 5 } \, \mathrm { G e V } ,"
val_005507.png,"X ^ { \mu } = x ^ { \mu } + \frac { p ^ { \mu } \tau } { \pi { T _ { 0 } } } + X _ { I I } ^ { \mu } , ~ ~ \mathrm { r e g i o n ~ I I } ,"
val_005508.png,"\dot { \phi } = { \frac { \delta \phi } { \Delta t } } = { \frac { H ^ { 2 } } { 2 \pi } } = { \frac { \lambda } { 2 4 \pi | \xi | } } \, \phi ^ { 2 } \ ,"
val_005509.png,"\sigma _ { \mu \nu } = \frac { i } { 2 } \left[ \gamma _ { \mu } , \gamma _ { \nu } \right] ,"
val_005510.png,"U ^ { \prime } ( w ^ { \prime } ) = \left\langle U _ { \xi } ( w ) \right\rangle _ { w ^ { \prime } } \left\langle U _ { \lambda } ( w ) \right\rangle _ { w ^ { \prime } } ,"
val_005511.png,"\begin{array} { c } { s \left( \lambda , \mu \right) = \frac t { \lambda - \mu } \left( \phi \left( \lambda \right) ^ { - 1 } - \phi \left( \mu \right) ^ { - 1 } \right) , } \\ { a \left( \lambda , \mu \right) = \frac t { \lambda - \mu } \left( \phi \left( \lambda \right) ^ { - 1 } - \phi \left( \mu \right) ^ { - 1 } \right) . } \\ \end{array}"
val_005512.png,"\triangle ^ { ( 0 ) } \phi ^ { l } = 2 \phi ^ { l } ~ ~ ~ ,"
val_005513.png,( 1 + \beta m \alpha _ { m } ^ { - 1 } ) ^ { - 1 } = \sum _ { k = 0 } ^ { \infty } ( - 1 ) ^ { k } \beta ^ { k } m ^ { k } \alpha _ { m } ^ { - k } .
val_005514.png,"\Delta _ { 0 } ~ = ~ \emptyset ~ ~ , ~ ~ \tilde { \Delta } ~ = ~ \Delta ~ ,"
val_005515.png,R _ { [ \mu \nu \rho ] \sigma } \; \; = \; \; 0
val_005516.png,"\left| k , m , p ^ { 3 } , p ^ { + } \right> ,"
val_005517.png,"\omega _ { n } = \mu \sqrt { 1 + n ^ { 2 } \frac { g _ { Q G T } ^ { 2 } N _ { 1 } } { J ^ { 2 } } } ,"
val_005518.png,"8 \pi S _ { \mu \nu } = h _ { \mu \nu } \, [ K ] - [ K _ { \mu \nu } ] \, ."
val_005519.png,L = \sqrt { - \operatorname* { d e t } ( \hat { \cal G } _ { \mu \nu } + { \cal F } _ { \mu \nu } ) } - \sqrt { - \operatorname* { d e t } ( \hat { \cal G } _ { \mu \nu } ) }
val_005520.png,\Psi | _ { p \times X } = \left( \O \to \underline { { \O _ { p } } } \right) .
val_005521.png,\alpha _ { 0 } = - \frac 1 2 C _ { \; \; b c } ^ { a } B _ { a } ^ { \mu \nu } A _ { \mu } ^ { b } A _ { \nu } ^ { c } .
val_005522.png,\frac { \dot { H } } { H } - 2 \dot { \bar { \phi } } \geq 0
val_005523.png,"| B \rangle _ { s } \equiv \bar { \epsilon } _ { 0 } ^ { A _ { 1 } } Q ^ { - A _ { 1 } } \cdots \bar { \epsilon } _ { 0 } ^ { A _ { s } } Q ^ { - A _ { s } } | B \rangle ,"
val_005524.png,"V [ z ( r ) ] = { \frac { B _ { 0 } } { A _ { 0 } } } \left[ { \frac { 1 } { 2 r } } \left( { \frac { B _ { 0 } ^ { \prime } } { B _ { 0 } } } - { \frac { A _ { 0 } ^ { \prime } } { A _ { 0 } } } \right) + b ( r ) \right] \, ."
val_005525.png,= ( \partial _ { \alpha } A _ { \mu } d x ^ { \alpha } ) \wedge d x ^ { \mu } = \partial _ { \alpha } A _ { \mu } d x ^ { \alpha } \wedge d x ^ { \mu }
val_005526.png,{ \cal L } ^ { B } = \frac { 1 } { 2 } \left( \partial _ { \mu } \tilde { \sigma } \right) ^ { 2 } + \frac { m ^ { 2 } } { \beta ^ { 2 } } \operatorname { c o s } \beta \tilde { \sigma } .
val_005527.png,A ( p ) = 1 - \frac { 1 } { N \pi ^ { 2 } } \operatorname { l n } ( \frac { \Lambda ^ { 2 } } { p ^ { 2 } } ) .
val_005528.png,g _ { i j } J ^ { i } { } _ { k } J ^ { j } { } _ { l } = g _ { k l } .
val_005529.png,L _ { N B I } ^ { t r } = \frac { \beta ^ { 2 } } { 4 \pi } \left( 1 - \sqrt { 1 + V ^ { 2 } + 2 K ^ { 2 } } \right) .
val_005530.png,"\hat { f } ( \hat { y } ) = C _ { T } f _ { l \omega } ( p ) \approx C _ { T } F ( a , b ; c ; p ) ,"
val_005531.png,"\int _ { | \vec { V } | \leq \pi \sqrt { r } } \! d ^ { N } \vec { V } \, e ^ { - N U ( { \vec { V } } ^ { 2 } ) } \, ."
val_005532.png,"\omega _ { n } ( f _ { 1 } , \dots , f _ { n } ) = \omega ( \varphi ( f _ { 1 } ) \dots \varphi ( f _ { n } ) ) ."
val_005533.png,"\hat { \cal H } ^ { ( 3 ) } = - e ^ { \phi } \ { } ^ { \star } \hat { \cal H } ^ { ( 3 ) } \, ."
val_005534.png,"Q ^ { a } = \int \! d ^ { 3 } x \, ( J _ { 0 } ^ { a } ( x ) - f _ { b c } ^ { a } E _ { i } ^ { b } ( x ) A _ { i } ^ { c } ( x ) ) \, ."
val_005535.png,M _ { p l } ^ { 2 } = \frac { B M _ { 5 } ^ { 2 } ( I _ { 3 } M _ { 5 } ) } { \alpha R + C }
val_005536.png,"\langle 0 | \phi _ { > } ( x ) ^ { 2 } | 0 \rangle = { \frac { S _ { d - 1 } } { 2 ( 2 \pi ) ^ { d - 1 } } } \Lambda ^ { d - 2 } { \frac { \Lambda } { \omega _ { \Lambda } } } \Delta s \quad ,"
val_005537.png,\bar { \Theta } = \Theta + \textup { A r g } \ \textup { d e t } \ M _ { q }
val_005538.png,\frac { \hat { \partial } L } { \hat { \partial } A _ { \mu } } = \epsilon ^ { \mu \nu } \partial _ { \nu } \varphi
val_005539.png,p _ { a } ^ { \pm } = \frac { 1 } { 2 } \tilde { \psi } \gamma _ { a } ( 1 \pm \gamma _ { 2 n + 1 } ) \psi
val_005540.png,"\sum _ { k \ne j } ^ { r + 1 } { \frac { 1 } { \bar { q } _ { j } - \bar { q } _ { k } } } = { \frac { \omega } { g } } \bar { q } _ { j } , \quad j = 1 , \ldots , r + 1 ."
val_005541.png,\Im V _ { 0 } = - \frac { e B ( e B - m ^ { 2 } ) } { 1 6 \pi } .
val_005542.png,"( f , g ) = \langle f , g \rangle + 2 \langle f , \chi \rangle \langle \chi , g \rangle ."
val_005543.png,"\epsilon _ { L } \ = \ \epsilon _ { N - 1 } \circ \cdots \circ \epsilon _ { 1 } \ \ ,"
val_005544.png,"S L ( 2 , { \bf R } ) _ { S } : \ \ \left( \begin{array} { l } { \vec { \hat { \alpha } } } \\ { \vec { \hat { \beta } } } \\ \end{array} \right) \to \left( \begin{array} { l l } { a } & { c } \\ { b } & { d } \\ \end{array} \right) \left( \begin{array} { l } { \vec { \hat { \alpha } } } \\ { \vec { \hat { \beta } } } \\ \end{array} \right) ."
val_005545.png,"e A _ { \varphi } = { \frac { e \Phi } { 2 \pi \rho } } = - { \frac { \Phi } { \Phi _ { 0 } \rho } } = { \frac { \phi } { \rho } } ,"
val_005546.png,E = - \int d ^ { D } x \partial _ { l } ( e ^ { - \Phi } \gamma ( \hat { w } ^ { l } + 2 \nabla ^ { l } \varphi ) ) .
val_005547.png,"H _ { n } = \mathrm { R e s } \, L ^ { n + { \frac { \alpha + 2 } { \alpha + 1 } } } , \qquad n = 0 , 1 , 2 , 3 , \dots"
val_005548.png,"S _ { \mathrm { Y M } } = - \frac { 1 } { 4 } \int d ^ { 4 } x F ^ { a \mu \nu } F _ { \mu \nu } ^ { a } \; ,"
val_005549.png,4 \frac { a ^ { 2 } - 2 a \gamma \kappa - b \kappa } { b + \gamma ^ { 2 } \kappa } L ^ { 2 } = \Lambda .
val_005550.png,"\delta g ^ { l k } \, = \, - g ^ { l i } g ^ { j k } \delta g _ { i j } \, = \, 2 f b ^ { l k } ."
val_005551.png,"T ( z ) = \sum _ { n \in { \bf Z } } z ^ { - n - 2 } L _ { n } , \ \ \ \ \ \bar { T } ( \bar { z } ) \sum _ { n \in { \bf Z } } \bar { z } ^ { - n - 2 } \bar { L } _ { n } ,"
val_005552.png,"E ^ { ( \cal D ) } + E ^ { ( \cal N ) } = - \frac { 1 } { a } \, 0 . 2 2 0 9 5 8 \dots \, { . }"
val_005553.png,"T ( x , y ; \lambda ) = \mathrm { P } \operatorname { e x p } \int _ { x } ^ { y } a _ { 1 } ( z , \lambda ) d z"
val_005554.png,\omega _ { \mu m n } \rightarrow \omega _ { \mu m n }
val_005555.png,"\partial _ { \mu } F ^ { \mu \nu } = \Omega _ { D - 1 } j ^ { \nu } ,"
val_005556.png,( f ^ { ( \alpha ) } ) _ { \beta _ { 1 } \cdots \beta _ { p + 1 } } = ( \phi _ { \alpha \alpha ^ { \prime } } ) _ { \beta _ { 1 } \cdots \beta _ { p + 1 } } ( f ^ { ( \alpha ^ { \prime } ) } ) _ { \beta _ { 1 } \cdots \beta _ { p + 1 } }
val_005557.png,"\langle \psi ^ { - } | { \mathsf s } ^ { - } \rangle \langle ^ { + } { \mathsf s } | \phi ^ { + } \rangle = \langle \psi ^ { o u t } | { \mathsf s } \rangle \langle { \mathsf s } | \phi ^ { i n } \rangle \in { \cal S } \cap { \cal H } _ { - } ^ { 2 } \, ,"
val_005558.png,"r = \frac { x _ { 1 2 } ^ { 2 } x _ { 3 4 } ^ { 2 } } { x _ { 1 3 } ^ { 2 } x _ { 2 4 } ^ { 2 } } \, , \hspace { 1 . 5 c m } s = \frac { x _ { 1 4 } ^ { 2 } x _ { 2 3 } ^ { 2 } } { x _ { 1 3 } ^ { 2 } x _ { 2 4 } ^ { 2 } } \, ."
val_005559.png,"\Psi [ \phi ^ { i } , \phi ^ { N } , \lambda , t ] = \Psi [ \phi ^ { i } , \phi ^ { N } , t ] \, ,"
val_005560.png,"G _ { r r } = - \frac { G _ { t t } } { A ^ { 2 } N ^ { 2 } } + \frac { 2 } { r } \frac { A ^ { \prime } } { A } = 8 \pi G T _ { r r } \ ,"
val_005561.png,"p _ { n , \sigma } = \frac { 2 \pi n } { L } + \sigma \mathrm { D e v } ( g A _ { - } ) ,"
val_005562.png,"\left[ { \bf T } _ { ( r ) } , { \bf T } _ { ( s ) } \right] = i { c _ { ( r ) ( s ) } } ^ { ( t ) } { \bf T } _ { ( t ) } ,"
val_005563.png,"\Omega _ { \rho } + \Omega _ { \Lambda } + \Omega _ { \sigma } + \Omega _ { \lambda } + \Omega _ { \cal U } = 1 \, ,"
val_005564.png,\ddot { x } + \omega _ { 0 } ^ { 2 } x + \beta x ^ { 3 } = f _ { 0 } \operatorname { c o s } ( \omega t ) .
val_005565.png,"[ c _ { s } ^ { \dag } ( \vec { k } ) , d _ { s ^ { \prime } } ^ { \dag } ( \vec { k } ^ { \prime } ) ] _ { + } = [ c _ { s } ( \vec { k } ) , d _ { s ^ { \prime } } ( \vec { k } ^ { \prime } ) ] _ { + } = 0 ."
val_005566.png,"\Delta _ { 0 } + \frac { a } { 2 } \beta ^ { 2 } + \beta = 1 ,"
val_005567.png,\Gamma _ { i n v } ^ { \wedge } = \Gamma _ { i n v } ^ { \otimes } / I _ { i n v } ^ { \wedge } .
val_005568.png,"\int _ { 0 } ^ { \infty } \frac { d x \, x ^ { \nu - 1 } } { e ^ { \mu x } + 1 } = \frac { 1 } { \mu ^ { \nu } } \left( 1 - 2 ^ { 1 - \nu } \right) \Gamma \left( \nu \right) \zeta \left( \nu \right) ,"
val_005569.png,\Delta _ { a d } = \bar { \Delta } _ { a d } = \frac { c _ { v } } { c _ { v } + N } = \frac { r } { r + N } \rightarrow 0
val_005570.png,d ( e ^ { + } ( f _ { + } ^ { ~ - } ) ^ { 1 / 2 } ) = 0
val_005571.png,\prod _ { \langle i j \rangle \in \ell } \sum _ { m _ { i j } = - \infty } ^ { \infty } \operatorname { e x p } \left[ - | t _ { i } - t _ { j } + m _ { i j } \beta | \right]
val_005572.png,"S = \frac { 1 } { 4 \pi } \int d ^ { 2 } z \, \partial X \bar { \partial } X ,"
val_005573.png,"d s ^ { 2 } = - { \frac { h } { f ^ { 2 / 3 } } } d t ^ { 2 } + f ^ { 1 / 3 } ( { \frac { d r ^ { 2 } } { h } } + r ^ { 2 } d \Omega _ { 3 } ^ { 2 } ) ,"
val_005574.png,\Omega [ E ] = \int d ^ { 2 } x \epsilon ^ { a b c } \left( E ^ { a i } E ^ { b j } \partial _ { i } E ^ { c k } \right) \varphi _ { j k }
val_005575.png,"\partial _ { - i } = \partial / \partial z ^ { - i } , \qquad \partial _ { + i } = \partial / \partial z ^ { + i } ."
val_005576.png,"s _ { \scriptscriptstyle G } ( G / 2 ) = \operatorname { l n } ( G + 1 ) \, ."
val_005577.png,F ^ { \mu \nu } = \frac { 1 } { 4 \pi \phi _ { o } ^ { 3 } } \epsilon ^ { \mu \nu \alpha \beta } \left[ \epsilon _ { a b c } \phi _ { a } \partial _ { \alpha } \phi _ { b } \partial _ { \beta } \phi _ { c } + \partial _ { \beta } { \mathcal B } _ { \alpha } \right]
val_005578.png,"Q ( \lambda p _ { 1 } , \bar { p } _ { 1 } ) = \lambda ^ { k } Q ( p _ { 1 } , \bar { p } _ { 1 } ) ,"
val_005579.png,"{ \Sigma } ^ { \natural } = \Sigma + \int d ^ { 4 } x \, e \, \left( a \, \rho { \cal Q } ^ { \mathrm { i n v } } + 3 \, m _ { \pi } ^ { 2 } v \eta \sigma \right) \, \, ,"
val_005580.png,\Delta _ { a } = { \widetilde \Delta } _ { a } / M ~ .
val_005581.png,"\theta \leftrightarrow - \theta \, , \qquad F \leftrightarrow F _ { 0 } \, , \qquad a \leftrightarrow a _ { 0 } \, ."
val_005582.png,\langle \tau _ { 1 } | e ^ { \sigma \partial _ { \tau } ^ { 2 } } | \tau _ { 2 } \rangle = \frac { 1 } { \sqrt { 4 \pi \sigma } } \operatorname { e x p } \left[ - \frac { 1 } { 4 \sigma } ( \tau _ { 1 } - \tau _ { 2 } ) ^ { 2 } \right] .
val_005583.png,\mu _ { \infty } = \mu ( 0 ) + \gamma \frac { \pi ^ { 3 / 2 } } { 3 \Gamma ^ { 2 } ( 3 / 4 ) } \ .
val_005584.png,G _ { a } = \epsilon _ { a b c } \phi _ { b } ^ { m } \pi _ { c } ^ { \prime \prime m }
val_005585.png,"T r ( L _ { m } ^ { 2 } ) = 8 ( n - 1 ) { \cal H } _ { B C _ { n } } ,"
val_005586.png,p _ { \mu } g ^ { \mu \nu } p _ { \nu } = \dot { q } ^ { \alpha } g _ { \alpha \beta } \dot { q } ^ { \beta } + \frac { \hbar ^ { 2 } } { 2 } \left( \partial _ { \mu } \Theta ^ { \mu } - \frac { 1 } { 2 } \Theta _ { \mu } \Theta ^ { \mu } \right)
val_005587.png,"j ( \lambda ) = 2 ^ { 8 } \frac { ( \lambda ^ { 2 } - \lambda + 1 ) ^ { 3 } } { \lambda ^ { 2 } ( \lambda - 1 ) ^ { 2 } } ,"
val_005588.png,\delta _ { \kappa } J _ { \mu } ^ { a b } ( x ) = { \frac 1 2 } ~ [ \kern - 0 . 4 5 e m \llap ~ [ ~
val_005589.png,"\left( { \frac { \partial } { \partial x } } + { \frac { \partial } { \partial y } } \right) K ( x , y ) = - A ( x ) A ( y )"
val_005590.png,{ \bf e } _ { n } \cdot { \bf A } ( x ) \equiv A _ { n } ( x ) = 0 .
val_005591.png,I = \frac { k _ { 1 } ^ { - } + k _ { 2 } ^ { - } } { 2 } \frac { i } { k _ { 1 } ^ { - } - k _ { 2 } ^ { - } - i \epsilon } + \frac { i } { 8 } .
val_005592.png,b _ { n + 1 } = \frac { 2 \left( 1 - a \left( n + l + 1 \right) \right) } { l ( l + 1 ) - ( n + l + 2 ) ( n + l + 1 ) }
val_005593.png,r ^ { 3 } \langle 0 | T _ { r r } ( r ) | 0 \rangle \vert _ { r _ { 1 } } ^ { r _ { 2 } } = \int _ { r _ { 1 } } ^ { r _ { 2 } } r ^ { 2 } d r \langle 0 | T ^ { 0 0 } ( r ) | 0 \rangle
val_005594.png,"\begin{array} { r c c c c c c } { \mathrm { l e v e l ~ } } & { \ell - s } & { } & { s } & { } & { \ell } & { , } \\ \end{array}"
val_005595.png,\langle 0 | u _ { - } ^ { a } u _ { + } ^ { a } | 0 \rangle = \langle 0 | u _ { + } ^ { a } u _ { - } ^ { a } | 0 \rangle = 0
val_005596.png,"c _ { i } \in \overline { { { \cal C } } } _ { i } \equiv \frac { { \cal M } _ { I _ { i } } \times { \cal E } _ { I _ { i } } ^ { d } } { \mathrm { \it ~ D i f f } _ { I _ { i } } \times R _ { + } } \approx { \cal E } _ { I _ { i } } ^ { d } \; \; \; ,"
val_005597.png,E = - 4 \sum _ { k = 1 } ^ { l } \frac { \operatorname { s i n } ^ { 2 } \gamma } { \operatorname { c o s h } 2 \gamma \lambda _ { k } - \operatorname { c o s } \gamma } .
val_005598.png,"Z _ { n - 2 , l + 1 } Z _ { n + 3 , l } + Z _ { n + 1 , l } Z _ { n , l + 1 } = Z _ { n , l } Z _ { n + 1 , l + 1 } ."
val_005599.png,"\Phi _ { 1 2 } \, = \, G _ { 1 } ^ { 0 } G _ { 2 } ^ { 0 } G _ { 3 } ^ { 0 } \, \beta _ { 1 } \beta _ { 2 } \beta _ { 3 } \, \phi _ { 1 2 } , \, \cdots"
val_005600.png,"\omega _ { S } = \lambda _ { + } \omega _ { P _ { + } } + \lambda _ { - } \omega _ { P _ { - } } , \qquad P _ { \pm } = P _ { 1 } \oplus F _ { \pm } ."
val_005601.png,"g ( x _ { 1 } , x _ { 2 } , x _ { 3 } ) = \frac { \pi ^ { 2 } } { ( x _ { 1 2 } ) ^ { 2 } } B ( \hat { r } , \hat { s } ) \; ,"
val_005602.png,\bar { \cal L } _ { f } = - \frac { 1 } { 2 } i h ~ \psi ^ { \dagger } e _ { \alpha } ^ { \mu } \sigma ^ { \alpha } \stackrel { \sim } { D } _ { \mu } \psi + c o n j .
val_005603.png,"\nabla { \bf b } ^ { a } + g f ^ { a b c } \, { \bf B } ^ { b } \cdot { \bf b } ^ { c } = 0 ,"
val_005604.png,"\frac { - \operatorname { l n } ( 1 - t ^ { 2 } ) } { \sqrt { \omega ^ { 2 } - ( 1 - t ^ { 2 } ) \tau ^ { 2 } } } ,"
val_005605.png,\ell _ { t _ { i } } ( b _ { k } \omega ^ { k } ) = ( i _ { t _ { i } } d + d i _ { t _ { i } } ) ( b _ { k } \omega ^ { k } ) .
val_005606.png,\phi ( k ) = \frac { 1 } { k _ { \bot } ^ { 2 } } \delta ( k _ { \parallel } ) .
val_005607.png,m _ { \eta ^ { \prime } } ^ { 2 } = m ^ { 2 } = e ^ { 2 } \frac { N } { \pi } \; .
val_005608.png,"{ \cal O } ( v ) \, = \, \sum _ { n } \frac { B _ { { \cal O } , \hat { \cal O } _ { n } } } { ( \vec { x } \cdot \vec { x } ) ^ { ( \Delta - \hat { \Delta } _ { n } ) / 2 } } \, \hat { { \cal O } } _ { n } ( \vec { z } ) \, ."
val_005609.png,"{ \frac { d ^ { 2 } \Psi _ { m } } { d z ^ { 2 } } } - V \Psi _ { m } = - m ^ { 2 } \Psi _ { m } \, ,"
val_005610.png,Z = C V = T { \frac { i } { \sqrt { 3 } } } \biggl ( { \frac { 1 } { T - e ^ { - i \pi / 3 } } } - { \frac { 1 } { T - e ^ { i \pi / 3 } } } \biggr )
val_005611.png,\operatorname* { d e t } { } ^ { 1 / 2 } ( h _ { \mu \nu } ) = f ( r ) ^ { - 1 } - \frac { 1 } { 2 } v ^ { 2 } - \frac { 1 } { 8 } f ( r ) ( v ^ { 2 } ) ^ { 2 } \ .
val_005612.png,f _ { c r i t } ^ { 2 } = 2 \sqrt { \xi ^ { 2 } - 1 } \Bigl ( \sqrt { \xi ^ { 2 } - 1 } + \xi \Bigr ) .
val_005613.png,P ( E ) \sim e ^ { - W ( E ) } = e ^ { - S ( \beta ) + E \beta }
val_005614.png,"J _ { m } = \omega ^ { i m _ { 1 } m _ { 2 } / 2 } g _ { 0 } ^ { i m _ { 1 } } h _ { 0 } ^ { i m _ { 2 } } ,"
val_005615.png,( v ^ { 2 } - f ^ { 2 } ) f _ { 1 } ^ { 2 } + \frac { 1 } { 4 } [ ( f ^ { 2 } ) _ { 1 } ] ^ { 2 } = C
val_005616.png,2 ( c _ { 0 i } ^ { K } - c _ { 0 i } ^ { H } ) = 3 ( 1 - \alpha _ { i } ) .
val_005617.png,S _ { G } \; = \; \int d ^ { 3 } x \; \frac { 1 } { 4 } F _ { \mu \nu } F _ { \mu \nu }
val_005618.png,"{ \cal M } = \frac { 1 } { 2 } \left[ \pm ( n _ { + } + n _ { - } ) \, \hat { V } _ { 8 } + ( n _ { + } - n _ { - } ) \, \hat { S } _ { 8 } \right] P \ ,"
val_005619.png,"D _ { \mu } ^ { \mathrm { \scriptsize ~ N C } } \widehat \psi = \partial _ { \mu } \widehat \psi + e \theta ^ { \nu \rho } \, \partial _ { \nu } \widehat A _ { \mu } \, \partial _ { \rho } \widehat \psi \; ."
val_005620.png,"b ( k ) = \mu ( \frac { 2 } { 1 + k ^ { 2 } } ) ^ { \frac { 1 } { 2 } } , \beta ( k ) = \frac { \mu } { a } s _ { + } ( k ) ,"
val_005621.png,"\epsilon _ { c , N } \rightarrow e ^ { - \left( 4 N / e \lambda \right) ^ { 1 / 2 } - N / e } ."
val_005622.png,"G ( z _ { 1 } , z _ { 2 } ) = \left( \begin{array} { l l } { G _ { + + } ( z _ { 1 } , z _ { 2 } ) } & { G _ { + - } ( z _ { 1 } , z _ { 2 } ) } \\ { G _ { - + } ( z _ { 1 } , z _ { 2 } ) } & { G _ { -- } ( z _ { 1 } , z _ { 2 } ) } \\ \end{array} \right)"
val_005623.png,A ^ { 2 } = - 2 y ^ { 2 } M _ { 4 } ^ { 2 } \partial _ { z } \partial _ { \bar { z } } = - 2 y ^ { 2 } Z ^ { 2 } \partial _ { z } \partial _ { \bar { z } } \ .
val_005624.png,"\Gamma ^ { a } = \left( \begin{array} { c c } { \gamma ^ { a } } & { 0 } \\ { 0 } & { - \gamma ^ { a } } \\ \end{array} \right) \, , \; \; ( a = 0 , 1 , 2 ) \, ."
val_005625.png,"\delta a _ { n } ^ { \prime } = \tilde { a } _ { n } ^ { \prime } + \hat { a } _ { n } ^ { \prime } \ , \qquad \delta \chi _ { a } = \tilde { \chi } _ { a } + \hat { \chi } _ { a } \ ,"
val_005626.png,{ \frac { C ^ { \prime } } { C } } = { \frac { ( r ^ { d } + c _ { 1 } ) r ^ { d - 1 } } { ( r ^ { 2 d } - 2 b _ { 1 } r ^ { d } + b _ { 2 } ) } } - { \frac { 1 6 \phi ^ { \prime } } { ( d + 1 ) ^ { 2 } \alpha _ { e } } }
val_005627.png,"{ \frac { \delta } { \delta \phi ^ { a _ { 1 } } ( x _ { 1 } ) } } { \frac { \delta } { \delta \phi ^ { a _ { 2 } } ( x _ { 2 } ) } } \cdots { \frac { \delta } { \delta \phi ^ { a _ { n } } ( x _ { n } ) } } ,"
